;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"420";"658";"647";"549";"744";"792";"806";"877";"2.000";"3.613";"4.147";"4.726";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"279";"373";"332";"297";"303";"266";"246";"166";"199";"317";"399";"502";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"84";"148";"162";"140";"218";"269";"271";"232";"386";"612";"700";"776";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"43";"105";"122";"94";"188";"211";"236";"374";"974";"1.482";"1.651";"1.810";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"12";"27";"25";"16";"31";"40";"43";"90";"350";"938";"1.082";"1.243";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"2";"1";"1";"1";"3";"7";"12";"61";"180";"217";"264";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"3";"5";"1";"3";"3";"3";"3";"30";"84";"98";"131";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.853";"8.708";"10.410";"10.820";"10.210";"10.376";"10.568";"10.837";"13.284";"16.548";"20.146";"20.749";"21.078";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.805";"5.231";"5.760";"5.795";"5.243";"5.084";"4.854";"4.866";"5.119";"6.612";"7.966";"8.227";"8.246";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"818";"1.642";"2.226";"2.423";"2.368";"2.549";"2.744";"2.762";"2.755";"2.969";"3.650";"3.708";"3.818";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"679";"1.179";"1.558";"1.725";"1.768";"1.887";"2.074";"2.255";"3.968";"4.533";"4.640";"4.709";"4.729";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"420";"570";"728";"730";"678";"681";"693";"748";"1.178";"2.114";"3.202";"3.293";"3.355";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58";"73";"127";"134";"143";"167";"198";"197";"247";"281";"625";"738";"851";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"73";"13";"11";"13";"10";"8";"5";"9";"17";"39";"63";"74";"79";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"551";"721";"754";"753";"757";"754";"739";"720";"740";"900";"854";"852";"859";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"20";"90";"60";"39";"39";"33";"27";"24";"36";"34";"25";"34";"40";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"51";"124";"111";"112";"104";"91";"87";"77";"58";"60";"44";"40";"43";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"156";"233";"254";"273";"286";"295";"298";"294";"307";"327";"206";"196";"179";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"262";"230";"270";"264";"261";"255";"251";"237";"258";"372";"418";"405";"407";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"46";"42";"55";"61";"63";"75";"71";"85";"79";"90";"147";"157";"170";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"16";"2";"4";"4";"4";"5";"5";"3";"2";"17";"14";"20";"20";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"218";"1.447";"1.607";"1.687";"2.550";"2.592";"2.617";"2.666";"1.573";"1.593";"1.574";"1.589";"1.611";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21";"357";"263";"249";"597";"553";"481";"432";"59";"39";"38";"42";"42";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"55";"299";"341";"369";"610";"643";"632";"689";"193";"124";"82";"82";"71";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"56";"395";"480";"532";"750";"798";"886";"927";"734";"661";"397";"377";"380";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"63";"297";"406";"404";"442";"431";"443";"427";"398";"559";"703";"684";"677";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14";"51";"67";"83";"99";"115";"126";"148";"147";"128";"236";"272";"292";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9";"48";"50";"50";"52";"52";"49";"43";"42";"82";"118";"132";"149";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.898";"5.547";"6.254";"6.556";"6.951";"7.145";"7.282";"7.583";"8.851";"8.703";"9.521";"9.753";"9.929";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"383";"1.089";"1.120";"1.160";"1.212";"1.141";"1.017";"1.000";"1.043";"1.010";"1.267";"1.266";"1.235";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"473";"634";"813";"877";"943";"1.005";"1.040";"1.084";"1.099";"716";"812";"831";"847";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"504";"701";"825";"916";"1.062";"1.108";"1.201";"1.304";"1.570";"1.086";"897";"867";"802";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"619";"527";"620";"624";"656";"673";"653";"685";"758";"897";"892";"910";"894";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"249";"364";"406";"464";"531";"602";"686";"737";"1.049";"789";"917";"922";"979";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"670";"2.232";"2.470";"2.515";"2.547";"2.616";"2.685";"2.773";"3.332";"4.205";"4.736";"4.957";"5.172";
;"    Rheinland-Pfalz";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.730";"3.835";"4.704";"4.891";"5.036";"5.205";"5.390";"5.530";"6.389";"7.430";"8.718";"8.918";"9.113";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"438";"1.308";"1.417";"1.410";"1.347";"1.288";"1.272";"1.254";"1.154";"1.437";"1.775";"1.778";"1.805";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"293";"666";"932";"985";"1.039";"1.092";"1.139";"1.114";"1.003";"843";"1.064";"1.124";"1.163";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"368";"828";"1.112";"1.225";"1.333";"1.465";"1.547";"1.671";"2.223";"2.337";"1.992";"1.968";"1.947";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"385";"509";"684";"694";"717";"724";"758";"798";"1.124";"1.723";"2.308";"2.387";"2.422";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"115";"129";"137";"155";"187";"225";"264";"291";"397";"429";"766";"821";"869";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"131";"395";"422";"422";"413";"411";"410";"402";"488";"661";"813";"840";"907";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.478";"3.030";"3.693";"3.827";"3.943";"4.026";"4.232";"4.323";"5.134";"6.224";"7.440";"7.604";"7.826";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"380";"1.162";"1.231";"1.208";"1.160";"1.114";"1.117";"1.093";"1.047";"1.351";"1.656";"1.651";"1.699";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"246";"557";"759";"815";"852";"863";"930";"901";"854";"748";"964";"1.025";"1.069";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"326";"699";"953";"1.054";"1.140";"1.247";"1.334";"1.438";"1.922";"2.113";"1.852";"1.833";"1.825";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"354";"437";"591";"586";"607";"605";"634";"677";"991";"1.546";"2.105";"2.183";"2.231";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"94";"76";"81";"98";"116";"133";"167";"170";"248";"327";"634";"656";"718";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"78";"99";"78";"66";"68";"64";"50";"44";"72";"139";"229";"256";"284";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"565";"1.177";"1.548";"1.582";"1.654";"1.673";"1.734";"1.772";"2.023";"2.279";"2.647";"2.719";"2.931";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"29";"205";"230";"187";"186";"162";"141";"132";"69";"65";"88";"107";"118";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"88";"236";"337";"365";"355";"329";"341";"329";"221";"166";"213";"226";"267";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"147";"375";"534";"582";"631";"689";"737";"775";"925";"876";"738";"717";"773";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"185";"231";"324";"333";"356";"365";"384";"401";"593";"863";"1.080";"1.126";"1.159";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"63";"47";"52";"55";"63";"71";"90";"98";"162";"199";"366";"370";"418";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"53";"83";"71";"60";"63";"57";"41";"37";"53";"110";"162";"173";"196";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"565";"951";"1.284";"1.318";"1.442";"1.386";"1.442";"1.473";"1.730";"1.825";"1.861";"1.870";"1.904";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"29";"81";"80";"64";"68";"44";"40";"32";"11";"8";"6";"8";"7";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"88";"179";"275";"293";"299";"246";"243";"233";"143";"69";"61";"59";"75";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"147";"341";"494";"527";"598";"617";"659";"688";"820";"688";"439";"416";"403";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"185";"221";"313";"320";"353";"352";"373";"388";"553";"775";"903";"913";"893";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"63";"46";"51";"54";"61";"71";"87";"96";"153";"187";"313";"326";"360";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"53";"83";"71";"60";"63";"56";"40";"36";"50";"98";"139";"148";"166";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"226";"264";"264";"212";"287";"292";"299";"293";"454";"786";"849";"1.027";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"124";"150";"123";"118";"118";"101";"100";"58";"57";"82";"99";"111";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"57";"62";"72";"56";"83";"98";"96";"78";"97";"152";"167";"192";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"34";"40";"55";"33";"72";"78";"87";"105";"188";"299";"301";"370";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"10";"11";"13";"3";"13";"11";"13";"40";"88";"177";"213";"266";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"1";"1";"2";"";"3";"2";"9";"12";"53";"44";"58";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"";"";"";"";"1";"1";"1";"3";"12";"23";"25";"30";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"639";"1.500";"1.752";"1.818";"1.828";"1.874";"2.010";"2.055";"2.523";"3.197";"3.865";"3.943";"4.023";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"320";"900";"941";"953";"898";"874";"898";"886";"885";"1.200";"1.447";"1.423";"1.467";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"120";"250";"346";"374";"408";"436";"508";"492";"550";"498";"665";"721";"721";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"97";"224";"301";"328";"351";"389";"416";"467";"773";"959";"872";"864";"846";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"84";"107";"150";"142";"147";"142";"151";"173";"258";"456";"707";"744";"785";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14";"16";"14";"21";"24";"32";"37";"37";"52";"75";"163";"173";"185";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4";"3";"";"";"";"1";"";"";"5";"9";"11";"18";"19";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"112";"205";"232";"247";"257";"250";"256";"259";"292";"326";"374";"365";"369";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13";"34";"25";"31";"32";"33";"34";"32";"77";"67";"103";"91";"91";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21";"42";"40";"32";"34";"37";"38";"38";"22";"43";"46";"44";"45";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"33";"52";"72";"89";"97";"99";"101";"105";"100";"88";"72";"83";"82";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"37";"68";"82";"79";"75";"67";"59";"60";"75";"106";"112";"102";"103";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6";"8";"12";"14";"18";"14";"24";"24";"18";"21";"37";"42";"44";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2";"1";"1";"2";"1";"";"";"";"";"1";"4";"3";"4";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"162";"148";"161";"180";"204";"229";"232";"237";"296";"422";"554";"577";"503";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"18";"23";"35";"37";"44";"45";"44";"43";"16";"19";"18";"30";"23";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"17";"29";"36";"44";"55";"61";"43";"42";"61";"41";"40";"34";"36";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"49";"48";"46";"55";"61";"70";"80";"91";"124";"190";"170";"169";"124";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"48";"31";"35";"32";"29";"31";"40";"43";"65";"121";"206";"211";"184";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11";"5";"3";"8";"11";"16";"16";"11";"16";"32";"68";"71";"71";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"19";"12";"6";"4";"4";"6";"9";"7";"14";"19";"52";"62";"65";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"252";"805";"1.011";"1.064";"1.093";"1.179";"1.158";"1.207";"1.255";"1.206";"1.278";"1.314";"1.287";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58";"146";"186";"202";"187";"174";"155";"161";"107";"86";"119";"127";"106";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"47";"109";"173";"170";"187";"229";"209";"213";"149";"95";"100";"99";"94";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"42";"129";"159";"171";"193";"218";"213";"233";"301";"224";"140";"135";"122";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31";"72";"93";"108";"110";"119";"124";"121";"133";"177";"203";"204";"191";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21";"53";"56";"57";"71";"92";"97";"121";"149";"102";"132";"165";"151";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"53";"296";"344";"356";"345";"347";"360";"358";"416";"522";"584";"584";"623";
;"    Saarland";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"656";"1.196";"1.479";"1.556";"1.583";"1.637";"1.661";"1.708";"1.957";"2.144";"2.426";"2.464";"2.553";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"180";"444";"518";"530";"508";"492";"450";"432";"439";"481";"597";"590";"593";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"117";"192";"250";"279";"287";"306";"333";"358";"306";"251";"290";"297";"337";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"134";"210";"304";"328";"367";"409";"439";"463";"601";"623";"528";"516";"516";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"145";"164";"186";"183";"179";"182";"182";"184";"307";"452";"544";"572";"586";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31";"50";"64";"79";"86";"90";"93";"95";"101";"104";"216";"225";"238";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"49";"136";"157";"157";"156";"158";"164";"176";"203";"233";"251";"264";"283";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"504";"917";"1.129";"1.189";"1.207";"1.220";"1.251";"1.273";"1.422";"1.698";"2.069";"2.113";"2.179";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"169";"408";"444";"467";"433";"408";"388";"357";"371";"435";"568";"568";"568";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"172";"223";"236";"247";"251";"261";"279";"219";"211";"273";"285";"309";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"182";"267";"284";"325";"363";"393";"417";"507";"563";"514";"501";"504";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"111";"130";"152";"152";"149";"143";"151";"151";"268";"408";"515";"546";"558";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14";"18";"35";"41";"43";"45";"51";"59";"46";"70";"168";"177";"195";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6";"7";"8";"9";"10";"10";"7";"10";"11";"11";"31";"36";"45";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"144";"262";"398";"419";"432";"450";"462";"464";"529";"623";"709";"723";"745";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6";"50";"61";"57";"52";"58";"50";"39";"25";"23";"33";"32";"35";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"29";"58";"93";"106";"99";"89";"81";"82";"63";"52";"55";"60";"62";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"39";"81";"147";"155";"183";"202";"218";"222";"248";"252";"221";"199";"194";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"57";"54";"69";"71";"71";"74";"83";"84";"156";"243";"273";"298";"305";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8";"14";"22";"22";"19";"18";"24";"29";"27";"43";"101";"104";"115";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5";"5";"6";"8";"8";"9";"6";"8";"10";"10";"26";"30";"34";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"144";"202";"302";"326";"339";"347";"366";"378";"445";"481";"481";"486";"495";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6";"16";"17";"14";"13";"14";"14";"10";"2";"5";"4";"2";"";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"29";"43";"70";"79";"75";"64";"63";"60";"40";"23";"18";"22";"20";
